timestamp,data_point,left_1,left_2,left_3,left_4,right_1,right_2,right_3,right_4
1752697526.300952,24,1168.0,3798.0,1097.0,1015.0,0.0,0.0,0.0,0.0
1752697526.499377,25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697526.6995132,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697526.8994932,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697527.099488,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697527.299596,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697527.4995499,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697527.699487,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697527.899621,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697528.099535,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697528.3000588,34,0.0,0.0,0.0,0.0,178.0,627.0,113.0,89.0
1752697528.499628,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697528.699601,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697528.9008052,37,0.0,0.0,0.0,0.0,4095.0,4095.0,1762.0,1702.0
1752697529.1005719,38,0.0,0.0,0.0,0.0,4095.0,4095.0,2467.0,1856.0
1752697529.3005571,39,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,2147.0
1752697529.500662,40,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697529.700611,41,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697529.900703,42,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697530.10075,43,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697530.300559,44,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697530.500643,45,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697530.700615,46,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697530.900529,47,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697531.104584,48,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697531.300517,49,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697531.5005388,50,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697531.700622,51,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697531.900633,52,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697532.100659,53,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697532.3005939,54,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697532.500725,55,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697532.700614,56,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697532.900625,57,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697533.100669,58,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697533.3005388,59,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697533.500714,60,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697533.700611,61,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697533.900646,62,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697534.100661,63,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697534.300628,64,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697534.5009952,65,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697534.700625,66,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697534.900769,67,0.0,0.0,0.0,0.0,4095.0,4095.0,4095.0,4095.0
1752697535.100696,68,0.0,0.0,0.0,0.0,4095.0,4095.0,401752697535.9005928,69,0.0,14.0,1611.0,5.0,0.0,0.0,0.0,0.0
1752697536.1016939,70,0.0,0.0,0.0,0.0,806.0,809.0,835.0,2832.0
1752697536.307373,71,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1752697536.500308,72,3755.0,1023.01752697537.001546,72,4095.0,977.0,765.0,561.0,0.0,528.0,1328.0,2042.0
1752697537.200927,73,4095.0,865.0,743.0,0.0,0.0,716.0,859.0,4095.0
1752697537.401254,74,4095.0,2593.0,1127.0,0.0,0.0,298.0,727.0,4095.0
1752697537.600906,75,4095.0,4095.0,1405.0,55.0,0.0,0.0,576.0,3583.0
1752697537.800865,76,4095.0,4095.0,1430.0,127.0,0.0,0.0,549.0,3418.0
1752697538.000881,77,4095.0,4095.0,1463.0,298.0,0.0,0.0,472.0,2960.0
1752697538.20093,78,4095.0,4095.0,1425.0,111.0,0.0,0.0,545.0,3415.0
1752697538.400946,79,4095.0,4095.0,1453.0,182.0,0.0,0.0,528.0,3322.0
1752697538.600959,80,4095.0,4095.0,1671.0,1280.0,0.0,0.0,64.0,960.0
1752697538.8008618,81,4095.0,4095.0,1733.0,1607.0,0.0,0.0,0.0,179.0
1752697539.000884,82,4095.0,4095.0,1769.0,1701.0,0.0,0.0,0.0,0.0
1752697539.2008371,83,4095.0,4095.0,2279.0,1832.0,0.0,0.0,0.0,0.0
1752697539.4006798,84,4095.0,4095.0,4095.0,2145.0,0.0,0.0,0.0,0.0
1752697539.600628,85,4095.0,4095.0,4095.0,2128.0,0.0,0.0,0.0,0.0
1752697539.8006132,86,4095.0,4095.0,3507.0,2059.0,0.0,0.0,0.0,0.0
1752697540.000648,87,4095.0,4095.0,1759.0,1705.0,0.0,0.0,0.0,0.0
1752697540.208919,88,4095.0,1168.0,1055.0,1054.0,0.0,0.0,0.0,0.0
1752697540.400691,89,4095.0,1120.0,1038.0,1031.0,0.0,0.0,0.0,0.0
1752697540.599542,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697540.799594,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697540.999552,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697541.199625,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697541.4003022,94,4027.0,1095.0,999.0,996.0,0.0,0.0,0.0,0.0
1752697541.601079,95,4095.0,911.0,798.0,90.0,0.0,563.0,669.0,3175.0
1752697541.800925,96,4095.0,913.0,793.0,61.0,0.0,567.0,700.0,3248.0
1752697542.000942,97,4095.0,930.0,801.0,85.0,0.0,550.0,684.0,3163.0
1752697542.200943,98,4095.0,993.0,865.0,336.0,0.0,388.0,507.0,2432.0
1752697542.400395,99,3767.0,1069.0,975.0,971.0,0.0,0.0,0.0,0.0
1752697542.600388,100,3938.0,1092.0,986.0,987.0,0.0,0.0,0.0,0.0
1752697542.80032,101,3817.0,1072.0,976.0,973.0,0.0,0.0,0.0,0.0
1752697543.0006962,102,4051.0,1118.0,1007.0,1017.0,0.0,0.0,0.0,0.0
1752697543.200715,103,4095.0,1138.0,1040.0,1039.0,0.0,0.0,0.0,0.0
1752697543.400786,104,4095.0,1147.0,1046.0,1043.0,0.0,0.0,0.0,0.0
1752697543.600705,105,4095.0,1150.0,1051.0,1057.0,0.0,0.0,0.0,0.0
1752697543.800653,106,4095.0,1158.0,1052.0,1044.0,0.0,0.0,0.0,0.0
1752697544.0007,107,4095.0,1161.0,1045.0,1031.0,0.0,0.0,0.0,0.0
1752697544.200879,108,4095.0,1129.0,1009.0,875.0,0.0,5.0,65.0,692.0
1752697544.401839,109,4095.0,1475.0,1133.0,1023.0,0.0,0.0,62.0,686.0
1752697544.60153,110,4095.0,1534.0,988.0,347.0,0.0,341.0,527.0,2608.0
1752697544.803882,111,4095.0,3179.0,1535.0,1324.0,0.0,0.0,89.0,954.0
1752697545.001769,112,4095.0,4095.0,1535.0,733.0,0.0,0.0,331.0,2230.0
1752697545.201002,113,4095.0,4095.0,1750.0,1671.0,0.0,0.0,0.0,0.0
1752697545.401064,114,4095.0,4095.0,1520.0,594.0,0.0,0.0,361.0,2349.0
1752697545.6010938,115,4095.0,4095.0,1498.0,451.0,0.0,0.0,427.0,2714.0
1752697545.800721,116,4095.0,2702.0,1478.0,1443.0,0.0,0.0,0.0,0.0
1752697546.000659,117,4095.0,1232.0,1081.0,1067.0,0.0,0.0,0.0,0.0
1752697546.200589,118,4095.0,1119.0,1054.0,1049.0,0.0,0.0,0.0,0.0
1752697546.40067,119,9532.0,16.0,570000.0,0.0,0.0,0.0,0.0,0.0
1752697546.599555,120,0.0,0.0,0.0,0.0,0.0,0.0,01752697547.500767,121,3973.0,1095.0,1010.0,1004.0,0.0,0.0,0.0,0.0
1752697547.70074,122,4095.0,1184.0,1104.0,1275.0,0.0,0.0,0.0,0.0
1752697547.9006798,123,4095.0,1505.0,2299.0,1660.0,0.0,0.0,0.0,0.0
1752697548.100703,124,4095.0,4095.0,3641.0,2064.0,0.0,0.0,0.0,0.0
1752697548.3006258,125,4095.0,4095.0,4095.0,2140.0,0.0,0.0,0.0,0.0
1752697548.5006819,126,4095.0,4095.0,1755.0,1698.0,0.0,0.0,0.0,0.0
1752697548.7004101,127,3026.0,891.0,816.0,812.0,0.0,0.0,0.0,0.0
1752697548.900531,128,5.0,0.0,0.0,0.0,1096.0,4002.0,1091.0,994.0
1752697549.099801,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697549.299475,130,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697549.500704,131,4095.0,4095.0,4095.0,2145.0,0.0,0.0,0.0,0.0
1752697549.700713,132,4095.0,4095.0,4095.0,2148.0,0.0,0.0,0.0,0.0
1752697549.9007192,133,4095.0,4095.0,3151.0,1988.0,0.0,0.0,0.0,0.0
1752697550.100679,134,3605.0,2357.0,1323.0,1264.0,0.0,0.0,0.0,0.0
1752697550.299524,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697550.501188,136,0.0,644.0,703.0,3217.0,4053.0,931.0,720.0,18.0
1752697550.7009559,137,0.0,1367.0,3805.0,4095.0,3993.0,662.0,0.0,0.0
1752697550.9009018,138,0.0,695.0,3047.0,700.0,4095.0,816.0,147.0,767.0
1752697551.1007218,139,1791.0,4095.0,4095.0,1774.0,0.0,0.0,0.0,0.0
1752697551.300608,140,4000.0,4095.0,1874.0,1698.0,0.0,0.0,0.0,0.0
1752697551.500431,141,2343.0,443.0,576.0,653.0,0.0,0.0,0.0,0.0
1752697551.699606,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697551.900376,143,0.0,0.0,0.0,0.0,960.0,3227.0,945.0,887.0
1752697552.100436,144,975.0,933.0,971.0,3355.0,0.0,0.0,0.0,0.0
1752697552.299697,145,68.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
1752697552.500272,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697552.6998029,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697552.8995578,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752697553.0996008,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
.0,0.0,0.0
